"date","region/province","lat","long","confirmed","deaths","recovered","active"
"2020-02-27","Saint Barthelemy, France","17.9","-62.833","0","0","0","0"
"2020-02-28","Saint Barthelemy, France","17.9","-62.833","0","0","0","0"
"2020-02-29","Saint Barthelemy, France","17.9","-62.833","0","0","0","0"
"2020-03-01","Saint Barthelemy, France","17.9","-62.833","0","0","0","0"
"2020-03-02","Saint Barthelemy, France","17.9","-62.833","0","0","0","0"
"2020-03-03","Saint Barthelemy, France","17.9","-62.833","0","0","0","0"
"2020-03-04","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-05","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-06","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-07","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-08","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-09","Saint Barthelemy, France","17.9","-62.833","1","0","0","1"
"2020-03-10","Saint Barthelemy, France","17.9","-62.833","1","0","0","1"
"2020-03-11","Saint Barthelemy, France","17.9","-62.833","1","0","0","1"
"2020-03-12","Saint Barthelemy, France","17.9","-62.833","1","0","0","1"
"2020-03-13","Saint Barthelemy, France","17.9","-62.833","1","0","0","1"
"2020-03-14","Saint Barthelemy, France","17.9","-62.833","1","0","0","1"
"2020-03-15","Saint Barthelemy, France","17.9","-62.833","1","0","0","1"
"2020-03-16","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-17","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-18","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-19","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-20","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-21","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-22","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-23","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-24","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-25","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-26","Saint Barthelemy, France","17.9","-62.833","3","0","0","3"
"2020-03-27","Saint Barthelemy, France","17.9","-62.833","5","0","0","5"
"2020-03-28","Saint Barthelemy, France","17.9","-62.833","5","0","0","5"
"2020-03-29","Saint Barthelemy, France","17.9","-62.833","5","0","0","5"
"2020-03-30","Saint Barthelemy, France","17.9","-62.833","6","0","1","5"
"2020-03-31","Saint Barthelemy, France","17.9","-62.833","6","0","1","5"
"2020-04-01","Saint Barthelemy, France","17.9","-62.833","6","0","1","5"
"2020-02-16","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-17","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-18","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-19","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-20","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-21","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-22","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-23","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-24","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-25","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-26","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-27","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-28","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-02-29","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-03-01","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-03-02","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-03-03","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-03-04","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-03-05","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-03-06","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-03-07","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-03-08","St Martin, France","18.071","-63.05","0","0","0","0"
"2020-03-09","St Martin, France","18.071","-63.05","2","0","0","2"
"2020-03-10","St Martin, France","18.071","-63.05","2","0","0","2"
"2020-03-11","St Martin, France","18.071","-63.05","2","0","0","2"
"2020-03-12","St Martin, France","18.071","-63.05","2","0","0","2"
"2020-03-13","St Martin, France","18.071","-63.05","2","0","0","2"
"2020-03-14","St Martin, France","18.071","-63.05","2","0","0","2"
"2020-03-15","St Martin, France","18.071","-63.05","2","0","0","2"
"2020-03-16","St Martin, France","18.071","-63.05","2","0","0","2"
"2020-03-17","St Martin, France","18.071","-63.05","2","0","0","2"
"2020-03-18","St Martin, France","18.071","-63.05","3","0","0","3"
"2020-03-19","St Martin, France","18.071","-63.05","4","0","0","4"
"2020-03-20","St Martin, France","18.071","-63.05","4","0","0","4"
"2020-03-21","St Martin, France","18.071","-63.05","4","0","0","4"
"2020-03-22","St Martin, France","18.071","-63.05","5","0","0","5"
"2020-03-23","St Martin, France","18.071","-63.05","8","0","0","8"
"2020-03-24","St Martin, France","18.071","-63.05","8","0","0","8"
"2020-03-25","St Martin, France","18.071","-63.05","11","0","0","11"
"2020-03-26","St Martin, France","18.071","-63.05","11","0","0","11"
"2020-03-27","St Martin, France","18.071","-63.05","11","0","0","11"
"2020-03-28","St Martin, France","18.071","-63.05","11","0","0","11"
"2020-03-29","St Martin, France","18.071","-63.05","11","0","0","11"
"2020-03-30","St Martin, France","18.071","-63.05","15","1","2","12"
"2020-03-31","St Martin, France","18.071","-63.05","15","1","2","12"
"2020-04-01","St Martin, France","18.071","-63.05","15","1","2","12"
"2020-02-16","France","46.228","2.214","12","1","0","11"
"2020-02-17","France","46.228","2.214","12","1","0","11"
"2020-02-18","France","46.228","2.214","12","1","0","11"
"2020-02-19","France","46.228","2.214","12","1","0","11"
"2020-02-20","France","46.228","2.214","12","1","0","11"
"2020-02-21","France","46.228","2.214","12","1","0","11"
"2020-02-22","France","46.228","2.214","12","1","0","11"
"2020-02-23","France","46.228","2.214","12","1","0","11"
"2020-02-24","France","46.228","2.214","12","1","0","11"
"2020-02-25","France","46.228","2.214","14","1","0","13"
"2020-02-26","France","46.228","2.214","18","2","0","16"
"2020-02-27","France","46.228","2.214","38","2","0","36"
"2020-02-28","France","46.228","2.214","57","2","0","55"
"2020-02-29","France","46.228","2.214","100","2","0","98"
"2020-03-01","France","46.228","2.214","130","2","0","128"
"2020-03-02","France","46.228","2.214","191","3","0","188"
"2020-03-03","France","46.228","2.214","204","4","0","200"
"2020-03-04","France","46.228","2.214","285","4","0","281"
"2020-03-05","France","46.228","2.214","377","6","0","371"
"2020-03-06","France","46.228","2.214","653","9","0","644"
"2020-03-07","France","46.228","2.214","949","11","0","938"
"2020-03-08","France","46.228","2.214","1126","19","0","1107"
"2020-03-09","France","46.228","2.214","1209","19","0","1190"
"2020-03-10","France","46.228","2.214","1784","33","0","1751"
"2020-03-11","France","46.228","2.214","2281","48","0","2233"
"2020-03-12","France","46.228","2.214","2281","48","0","2233"
"2020-03-13","France","46.228","2.214","3661","79","0","3582"
"2020-03-14","France","46.228","2.214","4469","91","0","4378"
"2020-03-15","France","46.228","2.214","4499","91","0","4408"
"2020-03-16","France","46.228","2.214","6633","148","0","6485"
"2020-03-17","France","46.228","2.214","7652","148","0","7504"
"2020-03-18","France","46.228","2.214","9043","148","0","8895"
"2020-03-19","France","46.228","2.214","10871","243","0","10628"
"2020-03-20","France","46.228","2.214","12612","450","0","12162"
"2020-03-21","France","46.228","2.214","14282","562","0","13720"
"2020-03-22","France","46.228","2.214","16018","674","0","15344"
"2020-03-23","France","46.228","2.214","19856","860","0","18996"
"2020-03-24","France","46.228","2.214","22304","1100","3281","17923"
"2020-03-25","France","46.228","2.214","25233","1331","3900","20002"
"2020-03-26","France","46.228","2.214","29155","1696","4948","22511"
"2020-03-27","France","46.228","2.214","32964","1995","5700","25269"
"2020-03-28","France","46.228","2.214","37575","2314","5700","29561"
"2020-03-29","France","46.228","2.214","40174","2606","7202","30366"
"2020-03-30","France","46.228","2.214","44550","3024","7927","33599"
"2020-03-31","France","46.228","2.214","52128","3523","9444","39161"
"2020-04-01","France","46.228","2.214","56989","4032","10934","42023"
"2020-02-16","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-17","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-18","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-19","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-20","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-21","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-22","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-23","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-24","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-25","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-26","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-27","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-28","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-29","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-01","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-02","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-03","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-04","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-05","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-06","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-07","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-08","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-09","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-10","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-11","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-12","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-13","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-14","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-15","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-16","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-17","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-18","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-19","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-20","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-21","French Guiana","3.934","-53.126","0","0","0","0"
"2020-03-22","French Guiana","3.934","-53.126","0","0","0","0"
"2020-02-16","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-17","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-18","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-19","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-20","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-21","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-22","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-23","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-24","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-25","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-26","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-27","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-28","Gabon","-0.804","11.609","0","0","0","0"
"2020-02-29","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-01","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-02","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-03","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-04","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-05","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-06","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-07","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-08","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-09","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-10","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-11","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-12","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-13","Gabon","-0.804","11.609","0","0","0","0"
"2020-03-14","Gabon","-0.804","11.609","1","0","0","1"
"2020-03-15","Gabon","-0.804","11.609","1","0","0","1"
"2020-03-16","Gabon","-0.804","11.609","1","0","0","1"
"2020-03-17","Gabon","-0.804","11.609","1","0","0","1"
"2020-03-18","Gabon","-0.804","11.609","1","0","0","1"
"2020-03-19","Gabon","-0.804","11.609","1","0","0","1"
"2020-03-20","Gabon","-0.804","11.609","3","1","0","2"
"2020-03-21","Gabon","-0.804","11.609","4","1","0","3"
"2020-03-22","Gabon","-0.804","11.609","5","1","0","4"
"2020-03-23","Gabon","-0.804","11.609","5","1","0","4"
"2020-03-24","Gabon","-0.804","11.609","6","1","0","5"
"2020-03-25","Gabon","-0.804","11.609","6","1","0","5"
"2020-03-26","Gabon","-0.804","11.609","7","1","0","6"
"2020-03-27","Gabon","-0.804","11.609","7","1","0","6"
"2020-03-28","Gabon","-0.804","11.609","7","1","0","6"
"2020-03-29","Gabon","-0.804","11.609","7","1","0","6"
"2020-03-30","Gabon","-0.804","11.609","7","1","0","6"
"2020-03-31","Gabon","-0.804","11.609","16","1","0","15"
"2020-04-01","Gabon","-0.804","11.609","18","1","0","17"
"2020-02-16","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-17","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-18","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-19","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-20","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-21","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-22","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-23","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-24","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-25","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-26","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-27","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-28","Gambia","13.443","-15.31","0","0","0","0"
"2020-02-29","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-01","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-02","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-03","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-04","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-05","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-06","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-07","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-08","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-09","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-10","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-11","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-12","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-13","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-14","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-15","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-16","Gambia","13.443","-15.31","0","0","0","0"
"2020-03-17","Gambia","13.443","-15.31","1","0","0","1"
"2020-03-18","Gambia","13.443","-15.31","1","0","0","1"
"2020-03-19","Gambia","13.443","-15.31","1","0","0","1"
"2020-03-20","Gambia","13.443","-15.31","1","0","0","1"
"2020-03-21","Gambia","13.443","-15.31","1","0","0","1"
"2020-03-22","Gambia","13.443","-15.31","1","0","0","1"
"2020-03-23","Gambia","13.443","-15.31","2","1","0","1"
"2020-03-24","Gambia","13.443","-15.31","3","1","0","2"
"2020-03-25","Gambia","13.443","-15.31","3","1","0","2"
"2020-03-26","Gambia","13.443","-15.31","3","1","0","2"
"2020-03-27","Gambia","13.443","-15.31","3","1","0","2"
"2020-03-28","Gambia","13.443","-15.31","3","1","0","2"
"2020-03-29","Gambia","13.443","-15.31","4","1","0","3"
"2020-03-30","Gambia","13.443","-15.31","4","1","0","3"
"2020-03-31","Gambia","13.443","-15.31","4","1","0","3"
"2020-04-01","Gambia","13.443","-15.31","4","1","2","1"
"2020-02-16","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-17","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-18","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-19","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-20","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-21","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-22","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-23","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-24","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-25","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-26","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-27","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-28","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-29","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-01","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-02","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-03","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-04","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-05","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-06","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-07","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-08","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-09","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-10","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-11","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-12","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-13","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-14","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-15","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-16","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-17","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-18","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-19","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-20","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-21","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-03-22","Gambia, The","13.443","-15.31","0","0","0","0"
"2020-02-16","Georgia","42.315","43.357","0","0","0","0"
"2020-02-17","Georgia","42.315","43.357","0","0","0","0"
"2020-02-18","Georgia","42.315","43.357","0","0","0","0"
"2020-02-19","Georgia","42.315","43.357","0","0","0","0"
"2020-02-20","Georgia","42.315","43.357","0","0","0","0"
"2020-02-21","Georgia","42.315","43.357","0","0","0","0"
"2020-02-22","Georgia","42.315","43.357","0","0","0","0"
"2020-02-23","Georgia","42.315","43.357","0","0","0","0"
"2020-02-24","Georgia","42.315","43.357","0","0","0","0"
"2020-02-25","Georgia","42.315","43.357","0","0","0","0"
"2020-02-26","Georgia","42.315","43.357","1","0","0","1"
"2020-02-27","Georgia","42.315","43.357","1","0","0","1"
"2020-02-28","Georgia","42.315","43.357","1","0","0","1"
"2020-02-29","Georgia","42.315","43.357","1","0","0","1"
"2020-03-01","Georgia","42.315","43.357","3","0","0","3"
"2020-03-02","Georgia","42.315","43.357","3","0","0","3"
"2020-03-03","Georgia","42.315","43.357","3","0","0","3"
"2020-03-04","Georgia","42.315","43.357","3","0","0","3"
"2020-03-05","Georgia","42.315","43.357","4","0","0","4"
"2020-03-06","Georgia","42.315","43.357","4","0","0","4"
"2020-03-07","Georgia","42.315","43.357","4","0","0","4"
"2020-03-08","Georgia","42.315","43.357","13","0","0","13"
"2020-03-09","Georgia","42.315","43.357","15","0","0","15"
"2020-03-10","Georgia","42.315","43.357","15","0","0","15"
"2020-03-11","Georgia","42.315","43.357","24","0","0","24"
"2020-03-12","Georgia","42.315","43.357","24","0","0","24"
"2020-03-13","Georgia","42.315","43.357","25","0","0","25"
"2020-03-14","Georgia","42.315","43.357","30","0","0","30"
"2020-03-15","Georgia","42.315","43.357","33","0","0","33"
"2020-03-16","Georgia","42.315","43.357","33","0","1","32"
"2020-03-17","Georgia","42.315","43.357","34","0","1","33"
"2020-03-18","Georgia","42.315","43.357","38","0","1","37"
"2020-03-19","Georgia","42.315","43.357","40","0","1","39"
"2020-03-20","Georgia","42.315","43.357","43","0","1","42"
"2020-03-21","Georgia","42.315","43.357","49","0","1","48"
"2020-03-22","Georgia","42.315","43.357","54","0","3","51"
"2020-03-23","Georgia","42.315","43.357","61","0","8","53"
"2020-03-24","Georgia","42.315","43.357","70","0","9","61"
"2020-03-25","Georgia","42.315","43.357","75","0","10","65"
"2020-03-26","Georgia","42.315","43.357","79","0","11","68"
"2020-03-27","Georgia","42.315","43.357","83","0","14","69"
"2020-03-28","Georgia","42.315","43.357","90","0","14","76"
"2020-03-29","Georgia","42.315","43.357","91","0","18","73"
"2020-03-30","Georgia","42.315","43.357","103","0","20","83"
"2020-03-31","Georgia","42.315","43.357","110","0","21","89"
"2020-04-01","Georgia","42.315","43.357","117","0","23","94"
"2020-02-16","Germany","51","9","16","0","1","15"
"2020-02-17","Germany","51","9","16","0","1","15"
"2020-02-18","Germany","51","9","16","0","12","4"
"2020-02-19","Germany","51","9","16","0","12","4"
"2020-02-20","Germany","51","9","16","0","12","4"
"2020-02-21","Germany","51","9","16","0","14","2"
"2020-02-22","Germany","51","9","16","0","14","2"
"2020-02-23","Germany","51","9","16","0","14","2"
"2020-02-24","Germany","51","9","16","0","14","2"
"2020-02-25","Germany","51","9","17","0","14","3"
"2020-02-26","Germany","51","9","27","0","15","12"
"2020-02-27","Germany","51","9","46","0","16","30"
"2020-02-28","Germany","51","9","48","0","16","32"
"2020-02-29","Germany","51","9","79","0","16","63"
"2020-03-01","Germany","51","9","130","0","16","114"
"2020-03-02","Germany","51","9","159","0","16","143"
"2020-03-03","Germany","51","9","196","0","16","180"
"2020-03-04","Germany","51","9","262","0","16","246"
"2020-03-05","Germany","51","9","482","0","16","466"
"2020-03-06","Germany","51","9","670","0","17","653"
"2020-03-07","Germany","51","9","799","0","18","781"
"2020-03-08","Germany","51","9","1040","0","18","1022"
"2020-03-09","Germany","51","9","1176","2","18","1156"
"2020-03-10","Germany","51","9","1457","2","18","1437"
"2020-03-11","Germany","51","9","1908","3","25","1880"
"2020-03-12","Germany","51","9","2078","3","25","2050"
"2020-03-13","Germany","51","9","3675","7","46","3622"
"2020-03-14","Germany","51","9","4585","9","46","4530"
"2020-03-15","Germany","51","9","5795","11","46","5738"
"2020-03-16","Germany","51","9","7272","17","67","7188"
"2020-03-17","Germany","51","9","9257","24","67","9166"
"2020-03-18","Germany","51","9","12327","28","105","12194"
"2020-03-19","Germany","51","9","15320","44","113","15163"
"2020-03-20","Germany","51","9","19848","67","180","19601"
"2020-03-21","Germany","51","9","22213","84","233","21896"
"2020-03-22","Germany","51","9","24873","94","266","24513"
"2020-03-23","Germany","51","9","29056","123","453","28480"
"2020-03-24","Germany","51","9","32986","157","3243","29586"
"2020-03-25","Germany","51","9","37323","206","3547","33570"
"2020-03-26","Germany","51","9","43938","267","5673","37998"
"2020-03-27","Germany","51","9","50871","342","6658","43871"
"2020-03-28","Germany","51","9","57695","433","8481","48781"
"2020-03-29","Germany","51","9","62095","533","9211","52351"
"2020-03-30","Germany","51","9","66885","645","13500","52740"
"2020-03-31","Germany","51","9","71808","775","16100","54933"
"2020-04-01","Germany","51","9","77872","920","18700","58252"
"2020-02-16","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-17","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-18","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-19","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-20","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-21","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-22","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-23","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-24","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-25","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-26","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-27","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-28","Ghana","7.946","-1.023","0","0","0","0"
"2020-02-29","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-01","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-02","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-03","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-04","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-05","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-06","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-07","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-08","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-09","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-10","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-11","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-12","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-13","Ghana","7.946","-1.023","0","0","0","0"
"2020-03-14","Ghana","7.946","-1.023","3","0","0","3"
"2020-03-15","Ghana","7.946","-1.023","6","0","0","6"
"2020-03-16","Ghana","7.946","-1.023","6","0","0","6"
"2020-03-17","Ghana","7.946","-1.023","7","0","0","7"
"2020-03-18","Ghana","7.946","-1.023","7","0","0","7"
"2020-03-19","Ghana","7.946","-1.023","11","0","0","11"
"2020-03-20","Ghana","7.946","-1.023","16","0","0","16"
"2020-03-21","Ghana","7.946","-1.023","19","1","0","18"
"2020-03-22","Ghana","7.946","-1.023","23","1","0","22"
"2020-03-23","Ghana","7.946","-1.023","27","2","0","25"
"2020-03-24","Ghana","7.946","-1.023","53","2","0","51"
"2020-03-25","Ghana","7.946","-1.023","93","4","0","89"
"2020-03-26","Ghana","7.946","-1.023","132","4","1","127"
"2020-03-27","Ghana","7.946","-1.023","137","4","2","131"
"2020-03-28","Ghana","7.946","-1.023","141","5","2","134"
"2020-03-29","Ghana","7.946","-1.023","152","5","2","145"
"2020-03-30","Ghana","7.946","-1.023","152","5","2","145"
"2020-03-31","Ghana","7.946","-1.023","161","5","31","125"
"2020-04-01","Ghana","7.946","-1.023","195","5","31","159"
"2020-02-16","Greece","39.074","21.824","0","0","0","0"
"2020-02-17","Greece","39.074","21.824","0","0","0","0"
"2020-02-18","Greece","39.074","21.824","0","0","0","0"
"2020-02-19","Greece","39.074","21.824","0","0","0","0"
"2020-02-20","Greece","39.074","21.824","0","0","0","0"
"2020-02-21","Greece","39.074","21.824","0","0","0","0"
"2020-02-22","Greece","39.074","21.824","0","0","0","0"
"2020-02-23","Greece","39.074","21.824","0","0","0","0"
"2020-02-24","Greece","39.074","21.824","0","0","0","0"
"2020-02-25","Greece","39.074","21.824","0","0","0","0"
"2020-02-26","Greece","39.074","21.824","1","0","0","1"
"2020-02-27","Greece","39.074","21.824","3","0","0","3"
"2020-02-28","Greece","39.074","21.824","4","0","0","4"
"2020-02-29","Greece","39.074","21.824","4","0","0","4"
"2020-03-01","Greece","39.074","21.824","7","0","0","7"
"2020-03-02","Greece","39.074","21.824","7","0","0","7"
"2020-03-03","Greece","39.074","21.824","7","0","0","7"
"2020-03-04","Greece","39.074","21.824","9","0","0","9"
"2020-03-05","Greece","39.074","21.824","31","0","0","31"
"2020-03-06","Greece","39.074","21.824","45","0","0","45"
